communityname,ViolentCR,householdsize,agePct12t21,PctUrban,medIncome,pctWSocSec,pctWPubAsst,pctWRetire,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,MalePctNevMarr,TotalPctDiv,PersPerFam,PctFam2Par,PctWorkMom,PctRecentImmig,PctHousOccup,PctHousOwnOcc,RentMedian,PctForeignBorn,PctBornSameState,PopDens,PctUsePubTrans
ElPasocity,4.368806755,0.73,0.58,1,0.2,0.37,0.47,0.48,0.67,0.77,0.61,0.25,0.66,0.45,0.54,0.84,0.58,0.22,0.53,0.83,0.48,0.22,0.7,0.5,0.18,0.17
Lancastercity,2.091462642,0.55,0.42,1,0.33,0.33,0.21,0.29,0.26,0.32,0.41,0.26,0.32,0.29,0.65,0.56,0.57,0.92,0.02,0.64,0.56,0.36,0.05,0.76,0.06,0.03
Bellinghamtown,0.800179761,0.59,0.41,0.52,0.56,0.32,0.26,0.38,0.08,0.18,0.32,0.3,0.4,0.38,0.33,0.58,0.8,0.68,0.07,0.94,0.81,0.44,0.11,0.63,0.07,0.12
Manchestertownship,0.409257594,0.07,0.08,0.88,0.18,1,0.12,1,0.11,0.46,0.6,0.14,0.42,0.03,0.11,0.06,0.82,0.43,0.04,0.54,0.99,0.56,0.3,0.49,0.04,0.07
Longmontcity,0.780596411,0.43,0.38,1,0.34,0.33,0.2,0.35,0.2,0.21,0.25,0.32,0.36,0.31,0.61,0.48,0.66,0.58,0.09,0.84,0.54,0.33,0.11,0.36,0.33,0.09
Gatesvillecity,0.529636425,1,0.36,0,0.14,0.79,0.34,0.73,0.34,0.48,0.69,0.09,0.58,0.71,1,0.39,0.61,0.86,0.06,0.48,0.58,0.11,0.09,0.79,0.12,0
Manalapantownship,0.468131071,0.7,0.44,0.88,0.76,0.52,0.09,0.48,0.05,0.17,0.23,0.52,0.24,0.28,0.05,0.72,0.99,0.21,0.06,0.77,0.96,0.63,0.27,0.32,0.07,0.82
NewProvidenceborough,0.264847493,0.46,0.23,1,0.84,0.44,0.08,0.57,0.05,0.16,0.14,0.8,0.11,0.34,0.18,0.47,0.95,0.47,0.23,0.96,0.72,0.7,0.37,0.51,0.26,0.45
Framinghamtown,4.053995426,0.41,0.36,1,0.52,0.37,0.26,0.44,0.15,0.17,0.22,0.59,0.4,0.58,0.42,0.42,0.67,0.68,0.4,0.82,0.43,0.61,0.35,0.63,0.22,0.16
Arcatacity,1.691163475,0.36,0.86,0,0.11,0.34,0.42,0.34,0.75,0.16,0.23,0.6,0.63,1,0.46,0.31,0.36,0.46,0.08,0.88,0.29,0.32,0.13,0.62,0.16,0.07
Springfieldcity,5.743176218,0.44,0.39,0,0.17,0.66,0.64,0.42,0.52,0.68,0.71,0.15,0.37,0.34,0.66,0.44,0.36,0.56,0.03,0.75,0.47,0.11,0.01,0.81,0.14,0.02
Edencity,2.089240927,0.3,0.34,0,0.16,0.71,0.37,0.64,0.42,0.71,0.75,0.12,0.28,0.3,0.65,0.34,0.43,0.65,0.04,0.78,0.61,0.13,0.01,0.77,0.11,0
PompanoBeachcity,11.13647057,0.23,0.18,1,0.3,0.77,0.25,0.52,0.42,0.33,0.45,0.28,0.39,0.42,0.7,0.26,0.25,0.58,0.29,0,0.56,0.42,0.42,0.2,0.3,0.2
TwoRiverscity,0.264443132,0.37,0.38,0,0.23,0.59,0.34,0.44,0.23,0.36,0.41,0.16,0.25,0.32,0.3,0.44,0.71,0.6,0.07,0.83,0.67,0.12,0.03,0.95,0.2,0.08
Moorestowntownship,0.863741328,0.49,0.34,0.89,0.71,0.51,0.09,0.56,0.06,0.17,0.19,0.74,0.13,0.32,0.29,0.48,0.8,0.38,0.02,0.88,0.77,0.54,0.12,0.4,0.09,0.16
Washingtoncity,13.21576248,0.32,0.39,1,0.32,0.33,0.43,0.53,0.44,0.33,0.46,0.54,0.44,0.91,0.75,0.51,0,0.64,0.39,0.57,0.23,0.39,0.29,0.36,0.83,1
Emmausborough,0.623469099,0.3,0.27,1,0.36,0.67,0.15,0.67,0.1,0.37,0.4,0.29,0.27,0.27,0.33,0.31,0.77,0.62,0.01,0.86,0.63,0.35,0.05,0.89,0.32,0.05
Oconomowoccity,0.762971504,0.42,0.37,0,0.37,0.56,0.11,0.44,0.08,0.21,0.26,0.33,0.09,0.3,0.37,0.47,0.8,0.62,0.01,0.88,0.57,0.38,0.05,0.78,0.16,0.01
SanCarloscity,0.849683887,0.29,0.2,1,0.71,0.45,0.1,0.59,0.06,0.08,0.12,0.58,0.09,0.3,0.52,0.28,0.78,0.59,0.13,0.93,0.68,0.75,0.37,0.55,0.39,0.22
Manheimtownship,0.557691042,0.47,0.29,0.91,0.49,0.54,0.12,0.62,0.05,0.25,0.28,0.53,0.08,0.21,0.24,0.38,0.86,0.52,0.04,0.9,0.7,0.44,0.1,0.75,0.1,0.07
Moundsvillecity,0.275156017,0.37,0.37,1,0.14,0.76,0.48,0.85,0.44,0.49,0.62,0.12,0.62,0.37,0.59,0.37,0.59,0.34,0,0.69,0.63,0.08,0,0.9,0.31,0.01
Madisoncity,1.362365912,0.34,0.63,1,0.29,0.29,0.24,0.34,0.42,0.13,0.14,0.69,0.17,0.83,0.4,0.35,0.61,0.77,0.33,0.89,0.34,0.37,0.17,0.64,0.28,0.43
Pascagoulacity,4.583581429,0.44,0.49,1,0.22,0.46,0.49,0.4,0.52,0.31,0.45,0.25,0.49,0.41,0.66,0.49,0.42,0.48,0.04,0.51,0.5,0.18,0.03,0.72,0.14,0.01
Coatesvillecity,4.463402882,0.47,0.43,1,0.22,0.6,0.57,0.73,0.48,0.34,0.57,0.14,0.43,0.67,0.62,0.6,0.12,0.5,0.02,0.72,0.39,0.29,0.08,0.87,0.5,0.27
Newportcity,4.501903953,0.41,0.45,1,0.12,0.56,0.59,0.37,0.69,0.75,0.82,0.11,0.6,0.5,0.89,0.59,0.3,0.39,0.01,0.59,0.32,0.17,0.01,0.79,0.58,0.42
MiamiSpringscity,3.923323161,0.41,0.29,1,0.33,0.45,0.17,0.54,0.25,0.3,0.39,0.3,0.41,0.34,0.69,0.47,0.61,0.58,0.95,0.83,0.56,0.37,1,0.22,0.38,0.16
Escondidocity,2.615732364,0.5,0.37,1,0.35,0.46,0.36,0.5,0.29,0.34,0.37,0.28,0.38,0.41,0.63,0.54,0.6,0.49,0.67,0.74,0.41,0.54,0.51,0.38,0.25,0.11
Hawthornecity,99.91668335,0.43,0.4,1,0.32,0.2,0.45,0.23,0.36,0.37,0.45,0.24,0.43,0.67,0.77,0.59,0.34,0.48,0.86,0.72,0.05,0.57,0.87,0.37,1,0.29
Bridgetoncity,3.247335844,0.42,0.35,1,0.44,0.45,0.06,0.56,0.06,0.22,0.31,0.37,0.13,0.34,0.49,0.4,0.71,0.68,0.03,0.83,0.68,0.36,0.04,0.76,0.1,0.03
ChulaVistacity,3.098338982,0.53,0.42,1,0.34,0.42,0.49,0.68,0.25,0.33,0.41,0.27,0.37,0.41,0.61,0.58,0.6,0.37,0.53,0.86,0.42,0.51,0.66,0.35,0.39,0.25
PalmDesertcity,3.108939656,0.2,0.24,1,0.42,0.71,0.12,0.6,0.18,0.13,0.22,0.37,0.22,0.37,0.67,0.2,0.6,0.64,0.4,0,0.57,0.6,0.4,0.33,0.1,0.04
SanJosecity,2.707212681,0.69,0.43,1,0.57,0.24,0.43,0.32,0.24,0.37,0.39,0.4,0.33,0.59,0.54,0.75,0.63,0.48,0.79,0.88,0.53,0.69,0.79,0.44,0.38,0.2
Newtoncity,1.146141985,0.52,0.43,1,0.79,0.45,0.12,0.42,0.1,0.12,0.12,0.94,0.2,0.62,0.22,0.44,0.83,0.68,0.35,0.89,0.63,0.83,0.39,0.55,0.38,0.69
Shorewoodvillage,0.781310505,0.18,0.23,1,0.38,0.51,0.1,0.37,0.15,0.11,0.11,0.89,0.11,0.48,0.47,0.35,0.71,0.62,0.27,0.94,0.34,0.4,0.21,0.63,0.74,0.34
Claremorecity,0.952433883,0.4,0.41,0,0.2,0.49,0.27,0.37,0.41,0.32,0.43,0.23,0.31,0.23,0.7,0.43,0.58,0.38,0.08,0.7,0.56,0.2,0.03,0.63,0.13,0
SanJacintocity,2.629599031,0.46,0.33,1,0.15,0.86,0.77,0.7,0.42,0.57,0.69,0.1,0.54,0.3,0.6,0.54,0.5,0.07,0.39,0.49,0.61,0.32,0.43,0.43,0.13,0.03
Robstowncity,1.75735075,0.93,0.62,0,0.08,0.59,1,0.22,0.99,1,1,0.08,0.85,0.43,0.48,1,0.58,0,0,0.43,0.63,0.07,0.14,0.99,0.12,0.07
Carytown,0.758094336,0.41,0.32,1,0.57,0.11,0.04,0.23,0.07,0.04,0.06,0.8,0.08,0.33,0.35,0.44,0.86,0.65,0.1,0.77,0.61,0.4,0.17,0.33,0.12,0.01
LaQuintacity,3.11740917,0.54,0.3,0.93,0.46,0.34,0.29,0.37,0.16,0.23,0.31,0.33,0.37,0.3,0.61,0.55,0.65,0.41,0.27,0,0.67,0.63,0.34,0.44,0.04,0.05
Sharonvillecity,0.73047571,0.3,0.3,1,0.41,0.39,0.12,0.51,0.13,0.23,0.33,0.34,0.07,0.39,0.56,0.37,0.73,0.71,0.06,0.74,0.54,0.38,0.09,0.66,0.1,0.04
SaltLakeCitycity,3.356842867,0.31,0.4,1,0.18,0.49,0.31,0.44,0.43,0.16,0.28,0.49,0.33,0.54,0.68,0.49,0.54,0.45,0.33,0.6,0.37,0.2,0.24,0.57,0.12,0.32
Venicecity,1.518380561,0.03,0,1,0.27,1,0.16,1,0.14,0.21,0.32,0.37,0.21,0.02,0.37,0,0.4,0.61,0.03,0,0.71,0.42,0.2,0,0.19,0.01
Springfieldcity,2.195500981,0.39,0.42,1,0.17,0.4,0.45,0.38,0.43,0.24,0.38,0.16,0.52,0.39,0.84,0.43,0.46,0.44,0.07,0.88,0.37,0.29,0.07,0.48,0.28,0.23
SimiValleycity,1.09202112,0.69,0.47,1,0.7,0.18,0.17,0.27,0.08,0.11,0.21,0.33,0.22,0.43,0.5,0.67,0.77,0.58,0.26,0.89,0.73,0.88,0.35,0.5,0.25,0.03
Maderacity,5.186443625,0.72,0.54,0,0.16,0.48,1,0.43,0.72,0.98,0.85,0.12,1,0.47,0.6,0.81,0.41,0.27,0.51,0.87,0.39,0.25,0.65,0.56,0.24,0
SafetyHarborcity,1.759698464,0.39,0.32,1,0.42,0.53,0.15,0.66,0.18,0.15,0.19,0.45,0.25,0.23,0.49,0.35,0.78,0.61,0.15,0.7,0.81,0.38,0.19,0.15,0.28,0.03
Martinsvillecity,0.901092755,0.44,0.46,0,0.22,0.59,0.3,0.44,0.28,0.32,0.53,0.13,0.36,0.26,0.64,0.45,0.61,0.63,0,0.85,0.53,0.2,0.01,0.9,0.24,0.01
Farmingtontown,0.337952373,0.36,0.21,0.76,0.68,0.49,0.11,0.55,0.05,0.15,0.17,0.71,0.17,0.35,0.35,0.4,0.85,0.56,0.1,0.81,0.69,0.75,0.22,0.57,0.06,0.1
Scottsborocity,1.58191345,0.37,0.43,0,0.22,0.53,0.46,0.45,0.38,0.54,0.57,0.23,0.26,0.22,0.53,0.37,0.66,0.51,0,0.71,0.59,0.08,0.01,0.77,0.02,0
ShakerHeightscity,1.780986553,0.33,0.33,1,0.65,0.45,0.14,0.46,0.08,0.05,0.1,1,0.2,0.36,0.46,0.4,0.67,0.56,0.24,0.8,0.58,0.46,0.19,0.56,0.41,0.52
Webstertown,1.478397286,0.35,0.32,0.94,0.3,0.62,0.38,0.38,0.24,0.44,0.58,0.2,0.41,0.4,0.47,0.39,0.53,0.63,0.02,0.53,0.42,0.32,0.11,0.86,0.11,0.01
Girardcity,0.352406443,0.32,0.33,1,0.2,0.75,0.36,0.83,0.31,0.33,0.5,0.19,0.51,0.35,0.48,0.41,0.66,0.3,0.01,0.86,0.61,0.19,0.08,0.82,0.2,0.02
Bloomingtoncity,3.499557463,0.56,1,1,0.11,0.24,0.21,0.26,0.84,0.16,0.21,0.79,0.43,1,0.28,0.27,0.48,0.48,0.5,0.83,0.17,0.28,0.2,0.52,0.34,0.19
Centervillecity,0.590272494,1,0.69,1,0.5,0.21,0.12,0.41,0.08,0,0.07,0.52,0.31,0.31,0.2,1,0.91,0.4,0.01,0.94,0.84,0.29,0.04,0.76,0.16,0.19
NorthAdamscity,2.437094885,0.38,0.61,0,0.17,0.69,0.64,0.65,0.37,0.59,0.55,0.18,0.66,0.64,0.5,0.38,0.43,0.67,0.01,0.66,0.39,0.21,0.1,0.85,0.07,0.1
Irmotown,0.726922708,0.65,0.36,1,0.51,0.06,0.1,0.15,0.05,0.02,0.06,0.58,0.13,0.16,0.3,0.6,0.87,0.89,0.01,0.9,0.85,0.46,0.03,0.5,0.24,0.01
BowlingGreencity,3.394119902,0.38,0.74,0,0.14,0.48,0.46,0.4,0.63,0.53,0.49,0.37,0.44,0.64,0.56,0.35,0.43,0.52,0.08,0.65,0.39,0.18,0.04,0.73,0.12,0.02
Bouldercity,0.981472674,0.31,0.76,1,0.29,0.21,0.12,0.25,0.5,0.07,0.06,0.97,0.29,1,0.49,0.26,0.56,0.61,0.42,0.84,0.33,0.44,0.24,0.19,0.31,0.31
Lawrencetownship,1.161880151,0.53,0.56,0.94,0.65,0.4,0.11,0.5,0.08,0.17,0.19,0.73,0.13,0.59,0.29,0.42,0.78,0.55,0.24,0.79,0.68,0.64,0.31,0.54,0.1,0.3
WestAlliscity,1.007688885,0.29,0.26,1,0.3,0.62,0.25,0.68,0.13,0.25,0.35,0.18,0.21,0.4,0.48,0.37,0.64,0.74,0.02,0.93,0.51,0.33,0.08,0.9,0.47,0.23
Soloncity,0.25177366,0.58,0.39,1,0.7,0.41,0.02,0.48,0.05,0.11,0.17,0.62,0.08,0.27,0.17,0.58,0.94,0.39,0.01,0.87,0.86,0.52,0.16,0.7,0.08,0.04
Rentoncity,2.587653293,0.25,0.3,1,0.34,0.33,0.27,0.41,0.17,0.12,0.23,0.34,0.25,0.49,0.77,0.35,0.51,0.5,0.17,0.8,0.36,0.39,0.23,0.48,0.21,0.28
Vinelandcity,3.773668777,0.58,0.44,1,0.32,0.56,0.41,0.41,0.28,0.7,0.68,0.19,0.46,0.47,0.53,0.58,0.48,0.59,0.04,0.85,0.61,0.38,0.17,0.58,0.07,0.1
Burlesoncity,0.781763162,0.57,0.47,0,0.36,0.3,0.17,0.3,0.16,0.19,0.41,0.16,0.38,0.23,0.49,0.54,0.75,0.64,0,0.81,0.68,0.32,0.02,0.74,0.08,0
Pleasantvillecity,7.15917451,0.47,0.38,1,0.3,0.48,0.4,0.44,0.31,0.39,0.59,0.18,0.56,0.67,0.73,0.6,0.19,0.65,0.14,0.46,0.45,0.49,0.19,0.59,0.23,0.8
Nilescity,1.881208504,0.36,0.37,1,0.23,0.62,0.37,0.62,0.33,0.29,0.49,0.16,0.44,0.36,0.57,0.44,0.61,0.29,0.01,0.82,0.58,0.2,0.06,0.78,0.21,0.02
Martinsvillecity,2.805818491,0.29,0.33,0,0.18,0.69,0.41,0.5,0.41,0.64,0.65,0.24,0.34,0.39,0.65,0.37,0.32,0.75,0.01,0.75,0.52,0.16,0.02,0.78,0.12,0
Atholtown,4.493689104,0.42,0.36,0,0.26,0.56,0.48,0.68,0.3,0.3,0.43,0.18,0.74,0.36,0.52,0.49,0.62,0.37,0.03,0.61,0.64,0.31,0.11,0.83,0.03,0.02
Bothellcity,0.961347906,0.36,0.35,1,0.42,0.47,0.1,0.52,0.08,0.08,0.15,0.43,0.15,0.34,0.59,0.4,0.71,0.56,0.05,0.84,0.59,0.47,0.19,0.49,0.19,0.38
Kernersvilletown,1.997654139,0.24,0.35,0,0.23,0.31,0.09,0.16,0.21,0.4,0.44,0.26,0.36,0.36,0.77,0.28,0.46,0.95,0.05,0.76,0.28,0.22,0.04,0.61,0.13,0
SanAntoniocity,2.853405491,0.55,0.5,1,0.2,0.39,0.46,0.49,0.6,0.59,0.54,0.28,0.59,0.46,0.69,0.69,0.5,0.38,0.14,0.56,0.43,0.23,0.27,0.71,0.23,0.28
Wakefieldtown,0.374878062,0.45,0.3,1,0.53,0.54,0.25,0.5,0.1,0.14,0.21,0.41,0.39,0.47,0.27,0.51,0.8,0.57,0,0.94,0.66,0.59,0.13,0.87,0.28,0.41
Livingstontownship,0.411877081,0.64,0.35,1,1,0.44,0.09,0.48,0.02,0.12,0.13,0.86,0.1,0.35,0.06,0.56,0.94,0.47,0.23,0.98,0.98,1,0.46,0.56,0.16,0.37
Middletowntown,3.225964198,0.59,0.41,0.91,0.39,0.38,0.19,0.7,0.12,0.19,0.24,0.44,0.27,0.46,0.31,0.51,0.83,0.47,0.15,0.71,0.38,0.6,0.15,0.34,0.12,0.06
BeaverFallscity,1.906895856,0.37,0.53,1,0.05,0.83,1,0.74,0.71,0.44,0.58,0.13,0.9,0.59,0.63,0.39,0.22,0.27,0.01,0.6,0.39,0.11,0.06,0.84,0.42,0.12
Hesperiacity,1.661490998,0.65,0.45,1,0.32,0.52,0.57,0.59,0.32,0.3,0.5,0.09,0.61,0.27,0.54,0.66,0.69,0.08,0.14,0.83,0.7,0.42,0.19,0.56,0.09,0.01
Butlercity,0.969467399,0.24,0.37,0,0.1,0.67,0.66,0.62,0.62,0.38,0.47,0.16,0.47,0.48,0.71,0.41,0.4,0.32,0,0.72,0.33,0.15,0.05,0.96,0.49,0.04
SierraVistacity,0.52210006,0.53,0.49,0,0.3,0.24,0.21,0.81,0.28,0.1,0.14,0.38,0.32,0.36,0.45,0.49,0.73,0.49,0.11,0.6,0.33,0.28,0.21,0.09,0.02,0.15
Schertzcity,1.162862622,0.49,0.41,0.98,0.33,0.33,0.22,0.96,0.29,0.29,0.33,0.23,0.33,0.25,0.45,0.47,0.71,0.76,0.03,0.73,0.61,0.25,0.12,0.48,0.04,0.01
Lafayettecity,3.65207196,0.41,0.53,1,0.19,0.34,0.38,0.29,0.58,0.42,0.42,0.44,0.58,0.57,0.54,0.51,0.49,0.4,0.11,0.58,0.42,0.16,0.07,0.83,0.19,0.12
LowerSalfordtownship,0.928106963,0.56,0.29,0.72,0.55,0.31,0.09,0.25,0.09,0.23,0.29,0.42,0.05,0.24,0.25,0.6,0.86,0.51,0.01,0.91,0.63,0.47,0.06,0.87,0.06,0.06
Searcycity,0.383666524,0.57,0.83,0,0.15,0.62,0.35,0.48,0.46,0.45,0.49,0.34,0.33,0.54,0.34,0.31,0.63,0.57,0.11,0.77,0.51,0.12,0.03,0.55,0.09,0.03
Sylvaniatownship,0.512254821,0.5,0.41,0.95,0.59,0.39,0.12,0.45,0.08,0.11,0.17,0.58,0.21,0.27,0.31,0.53,0.85,0.54,0.02,0.81,0.78,0.32,0.11,0.7,0.12,0.07
Worthingtoncity,0.55435817,0.45,0.4,1,0.63,0.41,0.06,0.61,0.05,0.04,0.07,0.9,0.1,0.24,0.36,0.41,0.78,0.63,0.09,0.91,0.81,0.33,0.14,0.59,0.22,0.11
Highlandtown,1.370926734,0.47,0.4,1,0.46,0.53,0.12,0.67,0.08,0.17,0.25,0.29,0.18,0.32,0.29,0.5,0.83,0.59,0.01,0.96,0.77,0.35,0.13,0.68,0.29,0.22
Westporttown,0.515367279,0.43,0.29,1,1,0.4,0.07,0.43,0.07,0.06,0.09,1,0.14,0.34,0.38,0.37,0.85,0.28,0.4,0.78,0.82,1,0.36,0.19,0.1,0.98
Lewisvillecity,1.295669237,0.43,0.4,0.98,0.4,0.13,0.07,0.09,0.15,0.18,0.25,0.41,0.19,0.38,0.6,0.49,0.74,0.72,0.1,0.57,0.4,0.35,0.14,0.48,0.11,0.01
Chickashacity,4.721395182,0.35,0.41,0,0.11,0.62,0.48,0.51,0.61,0.47,0.59,0.28,0.64,0.25,0.63,0.39,0.5,0.53,0.03,0.37,0.6,0.13,0.03,0.74,0.09,0
EggHarbortownship,1.778291777,0.47,0.43,0.6,0.43,0.34,0.11,0.32,0.11,0.21,0.39,0.22,0.25,0.42,0.58,0.55,0.68,0.66,0.05,0.61,0.84,0.49,0.11,0.64,0.03,0.1
Griffithtown,1.776994311,0.44,0.4,1,0.41,0.4,0.12,0.54,0.1,0.19,0.29,0.2,0.22,0.36,0.41,0.52,0.77,0.45,0.05,0.93,0.57,0.41,0.1,0.69,0.17,0.24
Bessemercity,38.83598396,0.44,0.43,0.99,0.08,0.75,0.63,0.57,0.79,0.58,0.75,0.09,0.72,0.47,0.71,0.56,0.19,0.44,0,0.65,0.5,0.05,0,0.96,0.07,0.13
Fremontcity,2.029925826,0.56,0.35,1,0.65,0.19,0.26,0.33,0.1,0.15,0.21,0.48,0.22,0.42,0.48,0.57,0.75,0.57,0.48,0.88,0.57,0.74,0.6,0.48,0.19,0.26
Naticktown,0.88100817,0.38,0.25,0.98,0.62,0.42,0.18,0.45,0.07,0.09,0.14,0.69,0.27,0.49,0.3,0.43,0.81,0.66,0.17,0.81,0.6,0.72,0.2,0.71,0.17,0.4
Normancity,0.99513825,0.36,0.69,0.93,0.22,0.25,0.14,0.32,0.39,0.14,0.2,0.62,0.37,0.66,0.51,0.39,0.64,0.62,0.24,0.56,0.39,0.21,0.12,0.58,0.04,0.07
Ridgelandcity,1.021784386,0.14,0.23,1,0.33,0.15,0.08,0.09,0.12,0.09,0.12,0.76,0.15,0.5,0.6,0.31,0.65,0.84,0.03,0.66,0.18,0.35,0.03,0.71,0.09,0.03
Princetontownship,0.384135245,0.39,0.25,0,0.83,0.42,0.11,0.46,0.14,0.11,0.06,1,0.18,0.37,0.28,0.32,0.79,0.39,1,0.74,0.6,0.52,0.61,0.2,0.07,0.43
Douglascity,7.186526561,0.48,0.55,0,0.12,0.57,0.92,0.35,0.7,0.53,0.67,0.24,0.58,0.48,0.71,0.52,0.18,0.49,0,0.6,0.54,0.08,0.03,0.87,0.07,0
MountainViewcity,1.784215608,0.23,0.19,1,0.51,0.24,0.18,0.3,0.15,0.22,0.21,0.66,0.14,0.67,0.74,0.35,0.59,0.61,1,0.83,0.22,0.72,0.69,0.32,0.47,0.23
Tenaflyborough,0.27496325,0.53,0.38,1,0.94,0.55,0.13,0.37,0.07,0.11,0.12,0.91,0.11,0.35,0.18,0.52,0.91,0.19,0.93,0.88,0.79,0.94,0.72,0.23,0.24,0.68
Burbankcity,2.040484088,0.3,0.3,1,0.4,0.41,0.32,0.4,0.21,0.29,0.34,0.36,0.3,0.55,0.68,0.42,0.55,0.44,0.71,0.83,0.32,0.59,0.77,0.36,0.45,0.18
Lockportcity,3.840456776,0.35,0.35,0,0.22,0.57,0.39,0.66,0.38,0.3,0.45,0.21,0.48,0.43,0.56,0.48,0.53,0.5,0,0.82,0.46,0.21,0.06,0.91,0.24,0.04
Eatontownborough,0.937792966,0.38,0.36,1,0.42,0.37,0.08,0.5,0.12,0.2,0.24,0.42,0.22,0.49,0.47,0.44,0.75,0.48,0.23,0.56,0.31,0.53,0.31,0.44,0.19,0.13
SierraMadrecity,0.669416754,0.27,0.18,1,0.57,0.43,0.15,0.42,0.13,0.09,0.11,0.65,0.09,0.43,0.63,0.33,0.63,0.39,0.16,0.82,0.53,0.63,0.26,0.54,0.3,0.09
Bristoltown,0.552973984,0.57,0.55,1,0.37,0.59,0.27,0.68,0.14,0.65,0.61,0.31,0.46,0.52,0.27,0.49,0.81,0.76,0.21,0.76,0.58,0.35,0.49,0.49,0.18,0.14
OakCreekcity,0.522792292,0.49,0.4,1,0.47,0.38,0.17,0.44,0.04,0.21,0.31,0.24,0.19,0.37,0.32,0.56,0.84,0.69,0.03,0.93,0.59,0.41,0.08,0.86,0.06,0.07
Miamicity,23.23891616,0.49,0.33,1,0.09,0.47,0.89,0.22,0.83,1,0.94,0.19,0.75,0.58,0.87,0.61,0.19,0.38,1,0.59,0.15,0.27,1,0.17,0.84,0.73
Ashlandcity,2.119775452,0.27,0.32,1,0.17,0.74,0.5,0.66,0.48,0.41,0.52,0.21,0.46,0.22,0.6,0.31,0.53,0.16,0.02,0.67,0.58,0.12,0.01,0.75,0.18,0.02
Dentoncity,2.951367943,0.4,0.8,1,0.19,0.26,0.15,0.28,0.55,0.3,0.3,0.59,0.37,0.8,0.41,0.44,0.63,0.57,0.29,0.56,0.23,0.29,0.21,0.58,0.1,0.01
LincolnParkborough,0.412607675,0.54,0.24,1,0.69,0.3,0.1,0.34,0.03,0.31,0.28,0.48,0.19,0.4,0.39,0.49,0.77,0.26,0.2,0.87,0.71,0.74,0.36,0.6,0.14,0.3
SanBrunocity,1.269665598,0.44,0.31,1,0.5,0.31,0.21,0.45,0.11,0.19,0.26,0.33,0.22,0.55,0.54,0.53,0.68,0.66,0.52,0.88,0.55,0.71,0.72,0.52,0.51,0.35
Concordcity,0.648009817,0.37,0.33,0,0.35,0.47,0.17,0.49,0.17,0.18,0.25,0.45,0.38,0.45,0.66,0.38,0.61,0.77,0.03,0.61,0.41,0.44,0.08,0.54,0.05,0.05
Columbiaborough,2.171006504,0.38,0.36,1,0.2,0.67,0.42,0.53,0.28,0.42,0.68,0.1,0.31,0.42,0.6,0.44,0.5,0.78,0.05,0.81,0.55,0.2,0.01,0.98,0.37,0.1
Milfordtown,0.612108329,0.44,0.32,1,0.54,0.51,0.13,0.62,0.08,0.21,0.3,0.37,0.33,0.44,0.4,0.49,0.77,0.6,0.07,0.75,0.73,0.65,0.15,0.68,0.18,0.16
CathedralCitycity,5.104701874,0.49,0.33,1,0.32,0.53,0.4,0.45,0.35,0.49,0.53,0.19,0.38,0.47,0.64,0.62,0.61,0.37,0.58,0,0.54,0.54,0.74,0.33,0.13,0.16
Bridgewatertown,0.744809565,0.92,0.64,0.5,0.5,0.38,0.23,0.47,0.11,0.16,0.28,0.34,0.38,0.73,0.42,0.63,0.79,0.59,0.05,0.84,0.63,0.64,0.12,0.85,0.06,0.08
Franklincity,2.103778925,0.4,0.33,0,0.34,0.3,0.22,0.2,0.18,0.37,0.39,0.46,0.17,0.29,0.59,0.43,0.6,0.65,0.08,0.56,0.44,0.35,0.04,0.6,0.07,0.01
Slidellcity,3.923103137,0.57,0.48,1,0.38,0.42,0.2,0.49,0.26,0.23,0.32,0.37,0.32,0.31,0.42,0.56,0.71,0.47,0.04,0.66,0.72,0.28,0.06,0.56,0.22,0.04
Cudahycity,6.621140631,1,0.63,1,0.18,0.19,0.95,0.11,0.73,1,1,0.02,0.69,0.71,0.48,1,0.47,0,1,0.91,0,0.53,1,0.3,1,0.5
Sacocity,0.354951915,0.38,0.37,0,0.35,0.48,0.26,0.42,0.15,0.31,0.32,0.32,0.36,0.36,0.45,0.41,0.7,0.75,0.05,0.48,0.56,0.38,0.08,0.74,0.03,0.05
Orangetown,0.664299639,0.57,0.34,1,0.83,0.61,0.07,0.68,0.05,0.14,0.17,0.7,0.14,0.3,0.11,0.5,0.97,0.48,0.03,0.92,0.97,0.74,0.21,0.7,0.06,0.09
Moultriecity,5.376450475,0.47,0.47,0,0.08,0.64,1,0.43,0.92,0.81,0.81,0.2,0.5,0.48,0.75,0.53,0.11,0.47,0.01,0.62,0.42,0.05,0.02,0.87,0.09,0.02
Roswellcity,0.861589076,0.43,0.39,1,0.67,0.16,0.07,0.24,0.07,0.09,0.1,0.75,0.1,0.34,0.47,0.45,0.8,0.49,0.24,0.56,0.62,0.46,0.18,0.25,0.12,0.11
NewBedfordcity,5.943504742,0.4,0.4,1,0.18,0.65,0.84,0.53,0.44,1,0.9,0.14,0.84,0.48,0.55,0.47,0.39,0.46,0.26,0.72,0.3,0.23,0.62,0.7,0.41,0.19
EastRidgecity,1.215310271,0.27,0.34,1,0.25,0.54,0.1,0.52,0.19,0.3,0.41,0.24,0.26,0.24,0.64,0.28,0.61,0.68,0.01,0.8,0.54,0.26,0.05,0.61,0.21,0
